Kod;Nazwa;Wiek;Rok;Wartosc;Jednostka miary;Atrybut
1434115;Tłuszcz - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,4;%; 
1434115;Tłuszcz - obszar wiejski (5);w wieku przedprodukcyjnym;2022;21,7;%; 
1434115;Tłuszcz - obszar wiejski (5);w wieku produkcyjnym;2015;63,1;%; 
1434115;Tłuszcz - obszar wiejski (5);w wieku produkcyjnym;2022;60,8;%; 
1434123;Wołomin (3);w wieku przedprodukcyjnym;2015;19,6;%; 
1434123;Wołomin (3);w wieku przedprodukcyjnym;2022;19,7;%; 
1434123;Wołomin (3);w wieku produkcyjnym;2015;61,7;%; 
1434123;Wołomin (3);w wieku produkcyjnym;2022;57,9;%; 
1434124;Wołomin - miasto (4);w wieku przedprodukcyjnym;2015;18,7;%; 
1434124;Wołomin - miasto (4);w wieku przedprodukcyjnym;2022;18,7;%; 
1434124;Wołomin - miasto (4);w wieku produkcyjnym;2015;60,8;%; 
1434124;Wołomin - miasto (4);w wieku produkcyjnym;2022;56,8;%; 
1434125;Wołomin - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,8;%; 
1434125;Wołomin - obszar wiejski (5);w wieku przedprodukcyjnym;2022;22,0;%; 
1434125;Wołomin - obszar wiejski (5);w wieku produkcyjnym;2015;63,8;%; 
1434125;Wołomin - obszar wiejski (5);w wieku produkcyjnym;2022;60,5;%; 
1435012;Brańszczyk (2);w wieku przedprodukcyjnym;2015;18,8;%; 
1435012;Brańszczyk (2);w wieku przedprodukcyjnym;2022;20,1;%; 
1435012;Brańszczyk (2);w wieku produkcyjnym;2015;62,0;%; 
1435012;Brańszczyk (2);w wieku produkcyjnym;2022;57,7;%; 
1435022;Długosiodło (2);w wieku przedprodukcyjnym;2015;20,9;%; 
1435022;Długosiodło (2);w wieku przedprodukcyjnym;2022;20,2;%; 
1435022;Długosiodło (2);w wieku produkcyjnym;2015;61,2;%; 
1435022;Długosiodło (2);w wieku produkcyjnym;2022;59,4;%; 
1435032;Rząśnik (2);w wieku przedprodukcyjnym;2015;21,9;%; 
1435032;Rząśnik (2);w wieku przedprodukcyjnym;2022;21,4;%; 
1435032;Rząśnik (2);w wieku produkcyjnym;2015;62,2;%; 
1435032;Rząśnik (2);w wieku produkcyjnym;2022;60,0;%; 
1435042;Somianka (2);w wieku przedprodukcyjnym;2015;20,8;%; 
1435042;Somianka (2);w wieku przedprodukcyjnym;2022;22,0;%; 
1435042;Somianka (2);w wieku produkcyjnym;2015;61,1;%; 
1435042;Somianka (2);w wieku produkcyjnym;2022;57,1;%; 
1435053;Wyszków (3);w wieku przedprodukcyjnym;2015;20,2;%; 
1435053;Wyszków (3);w wieku przedprodukcyjnym;2022;21,0;%; 
1435053;Wyszków (3);w wieku produkcyjnym;2015;63,7;%; 
1435053;Wyszków (3);w wieku produkcyjnym;2022;58,4;%; 
1435054;Wyszków - miasto (4);w wieku przedprodukcyjnym;2015;19,4;%; 
1435054;Wyszków - miasto (4);w wieku przedprodukcyjnym;2022;19,8;%; 
1435054;Wyszków - miasto (4);w wieku produkcyjnym;2015;64,0;%; 
1435054;Wyszków - miasto (4);w wieku produkcyjnym;2022;57,4;%; 
1435055;Wyszków - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,9;%; 
1435055;Wyszków - obszar wiejski (5);w wieku przedprodukcyjnym;2022;23,3;%; 
1435055;Wyszków - obszar wiejski (5);w wieku produkcyjnym;2015;63,1;%; 
1435055;Wyszków - obszar wiejski (5);w wieku produkcyjnym;2022;60,5;%; 
1435062;Zabrodzie (2);w wieku przedprodukcyjnym;2015;21,9;%; 
1435062;Zabrodzie (2);w wieku przedprodukcyjnym;2022;22,4;%; 
1435062;Zabrodzie (2);w wieku produkcyjnym;2015;62,1;%; 
1435062;Zabrodzie (2);w wieku produkcyjnym;2022;58,2;%; 
1436012;Kazanów (2);w wieku przedprodukcyjnym;2015;20,5;%; 
1436012;Kazanów (2);w wieku przedprodukcyjnym;2022;20,1;%; 
1436012;Kazanów (2);w wieku produkcyjnym;2015;61,6;%; 
1436012;Kazanów (2);w wieku produkcyjnym;2022;58,6;%; 
1436022;Policzna (2);w wieku przedprodukcyjnym;2015;16,6;%; 
1436022;Policzna (2);w wieku przedprodukcyjnym;2022;17,0;%; 
1436022;Policzna (2);w wieku produkcyjnym;2015;63,6;%; 
1436022;Policzna (2);w wieku produkcyjnym;2022;59,3;%; 
1436032;Przyłęk (2);w wieku przedprodukcyjnym;2015;19,3;%; 
1436032;Przyłęk (2);w wieku przedprodukcyjnym;2022;17,8;%; 
1436032;Przyłęk (2);w wieku produkcyjnym;2015;60,7;%; 
1436032;Przyłęk (2);w wieku produkcyjnym;2022;59,8;%; 
1436042;Tczów (2);w wieku przedprodukcyjnym;2015;21,4;%; 
1436042;Tczów (2);w wieku przedprodukcyjnym;2022;22,0;%; 
1436042;Tczów (2);w wieku produkcyjnym;2015;63,1;%; 
1436042;Tczów (2);w wieku produkcyjnym;2022;58,9;%; 
1436053;Zwoleń (3);w wieku przedprodukcyjnym;2015;18,3;%; 
1436053;Zwoleń (3);w wieku przedprodukcyjnym;2022;18,8;%; 
1436053;Zwoleń (3);w wieku produkcyjnym;2015;62,8;%; 
1436053;Zwoleń (3);w wieku produkcyjnym;2022;58,1;%; 
1436054;Zwoleń - miasto (4);w wieku przedprodukcyjnym;2015;16,8;%; 
1436054;Zwoleń - miasto (4);w wieku przedprodukcyjnym;2022;16,8;%; 
1436054;Zwoleń - miasto (4);w wieku produkcyjnym;2015;63,1;%; 
1436054;Zwoleń - miasto (4);w wieku produkcyjnym;2022;57,1;%; 
1436055;Zwoleń - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,0;%; 
1436055;Zwoleń - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,8;%; 
1436055;Zwoleń - obszar wiejski (5);w wieku produkcyjnym;2015;62,4;%; 
1436055;Zwoleń - obszar wiejski (5);w wieku produkcyjnym;2022;59,1;%; 
1437013;Bieżuń (3);w wieku przedprodukcyjnym;2015;17,9;%; 
1437013;Bieżuń (3);w wieku przedprodukcyjnym;2022;17,6;%; 
1437013;Bieżuń (3);w wieku produkcyjnym;2015;62,7;%; 
1437013;Bieżuń (3);w wieku produkcyjnym;2022;59,8;%; 
1437014;Bieżuń - miasto (4);w wieku przedprodukcyjnym;2015;16,7;%; 
1437014;Bieżuń - miasto (4);w wieku przedprodukcyjnym;2022;19,4;%; 
1437014;Bieżuń - miasto (4);w wieku produkcyjnym;2015;65,7;%; 
1437014;Bieżuń - miasto (4);w wieku produkcyjnym;2022;57,3;%; 
1437015;Bieżuń - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,6;%; 
1437015;Bieżuń - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,6;%; 
1437015;Bieżuń - obszar wiejski (5);w wieku produkcyjnym;2015;61,0;%; 
1437015;Bieżuń - obszar wiejski (5);w wieku produkcyjnym;2022;61,4;%; 
1437022;Kuczbork-Osada (2);w wieku przedprodukcyjnym;2015;19,6;%; 
1437022;Kuczbork-Osada (2);w wieku przedprodukcyjnym;2022;19,2;%; 
1437022;Kuczbork-Osada (2);w wieku produkcyjnym;2015;60,9;%; 
1437022;Kuczbork-Osada (2);w wieku produkcyjnym;2022;57,7;%; 
1437032;Lubowidz (2);w wieku przedprodukcyjnym;2015;19,1;%; 
1437032;Lubowidz (2);w wieku przedprodukcyjnym;2022;-;%; 
1437032;Lubowidz (2);w wieku produkcyjnym;2015;60,9;%; 
1437032;Lubowidz (2);w wieku produkcyjnym;2022;-;%; 
1437033;Lubowidz (3);w wieku przedprodukcyjnym;2015;-;%; 
1437033;Lubowidz (3);w wieku przedprodukcyjnym;2022;18,4;%; 
1437033;Lubowidz (3);w wieku produkcyjnym;2015;-;%; 
1437033;Lubowidz (3);w wieku produkcyjnym;2022;59,4;%; 
1437034;Lubowidz - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
1437034;Lubowidz - miasto (4);w wieku przedprodukcyjnym;2022;17,7;%; 
1437034;Lubowidz - miasto (4);w wieku produkcyjnym;2015;-;%; 
1437034;Lubowidz - miasto (4);w wieku produkcyjnym;2022;57,3;%; 
1437035;Lubowidz - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
1437035;Lubowidz - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,6;%; 
1437035;Lubowidz - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
1437035;Lubowidz - obszar wiejski (5);w wieku produkcyjnym;2022;60,0;%; 
1437042;Lutocin (2);w wieku przedprodukcyjnym;2015;20,2;%; 
1437042;Lutocin (2);w wieku przedprodukcyjnym;2022;18,8;%; 
1437042;Lutocin (2);w wieku produkcyjnym;2015;58,4;%; 
1437042;Lutocin (2);w wieku produkcyjnym;2022;59,3;%; 
1437052;Siemiątkowo (2);w wieku przedprodukcyjnym;2015;20,0;%; 
1437052;Siemiątkowo (2);w wieku przedprodukcyjnym;2022;20,8;%; 
1437052;Siemiątkowo (2);w wieku produkcyjnym;2015;61,2;%; 
1437052;Siemiątkowo (2);w wieku produkcyjnym;2022;57,4;%; 
1437063;Żuromin (3);w wieku przedprodukcyjnym;2015;18,1;%; 
1437063;Żuromin (3);w wieku przedprodukcyjnym;2022;18,0;%; 
1437063;Żuromin (3);w wieku produkcyjnym;2015;63,8;%; 
1437063;Żuromin (3);w wieku produkcyjnym;2022;58,6;%; 
1437064;Żuromin - miasto (4);w wieku przedprodukcyjnym;2015;17,0;%; 
1437064;Żuromin - miasto (4);w wieku przedprodukcyjnym;2022;18,0;%; 
1437064;Żuromin - miasto (4);w wieku produkcyjnym;2015;65,9;%; 
1437064;Żuromin - miasto (4);w wieku produkcyjnym;2022;58,4;%; 
1437065;Żuromin - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,8;%; 
1437065;Żuromin - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,1;%; 
1437065;Żuromin - obszar wiejski (5);w wieku produkcyjnym;2015;60,4;%; 
1437065;Żuromin - obszar wiejski (5);w wieku produkcyjnym;2022;59,0;%; 
1438011;Żyrardów (1);w wieku przedprodukcyjnym;2015;18,2;%; 
1438011;Żyrardów (1);w wieku przedprodukcyjnym;2022;18,2;%; 
1438011;Żyrardów (1);w wieku produkcyjnym;2015;60,4;%; 
1438011;Żyrardów (1);w wieku produkcyjnym;2022;56,4;%; 
1438023;Mszczonów (3);w wieku przedprodukcyjnym;2015;19,6;%; 
1438023;Mszczonów (3);w wieku przedprodukcyjnym;2022;19,7;%; 
1438023;Mszczonów (3);w wieku produkcyjnym;2015;61,9;%; 
1438023;Mszczonów (3);w wieku produkcyjnym;2022;58,9;%; 
1438024;Mszczonów - miasto (4);w wieku przedprodukcyjnym;2015;18,6;%; 
1438024;Mszczonów - miasto (4);w wieku przedprodukcyjnym;2022;18,4;%; 
1438024;Mszczonów - miasto (4);w wieku produkcyjnym;2015;62,0;%; 
1438024;Mszczonów - miasto (4);w wieku produkcyjnym;2022;57,5;%; 
1438025;Mszczonów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,8;%; 
1438025;Mszczonów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;21,3;%; 
1438025;Mszczonów - obszar wiejski (5);w wieku produkcyjnym;2015;61,8;%; 
1438025;Mszczonów - obszar wiejski (5);w wieku produkcyjnym;2022;60,5;%; 
1438032;Puszcza Mariańska (2);w wieku przedprodukcyjnym;2015;18,5;%; 
1438032;Puszcza Mariańska (2);w wieku przedprodukcyjnym;2022;20,3;%; 
1438032;Puszcza Mariańska (2);w wieku produkcyjnym;2015;61,7;%; 
1438032;Puszcza Mariańska (2);w wieku produkcyjnym;2022;57,5;%; 
1438042;Radziejowice (2);w wieku przedprodukcyjnym;2015;20,4;%; 
1438042;Radziejowice (2);w wieku przedprodukcyjnym;2022;22,4;%; 
1438042;Radziejowice (2);w wieku produkcyjnym;2015;62,5;%; 
1438042;Radziejowice (2);w wieku produkcyjnym;2022;58,4;%; 
1438052;Wiskitki (2);w wieku przedprodukcyjnym;2015;19,1;%; 
1438052;Wiskitki (2);w wieku przedprodukcyjnym;2022;-;%; 
1438052;Wiskitki (2);w wieku produkcyjnym;2015;62,8;%; 
1438052;Wiskitki (2);w wieku produkcyjnym;2022;-;%; 
1438053;Wiskitki (3);w wieku przedprodukcyjnym;2015;-;%; 
1438053;Wiskitki (3);w wieku przedprodukcyjnym;2022;19,5;%; 
1438053;Wiskitki (3);w wieku produkcyjnym;2015;-;%; 
1438053;Wiskitki (3);w wieku produkcyjnym;2022;59,8;%; 
1438054;Wiskitki - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
1438054;Wiskitki - miasto (4);w wieku przedprodukcyjnym;2022;20,6;%; 
1438054;Wiskitki - miasto (4);w wieku produkcyjnym;2015;-;%; 
1438054;Wiskitki - miasto (4);w wieku produkcyjnym;2022;59,3;%; 
1438055;Wiskitki - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
1438055;Wiskitki - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,3;%; 
1438055;Wiskitki - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
1438055;Wiskitki - obszar wiejski (5);w wieku produkcyjnym;2022;59,8;%; 
1461011;Ostrołęka (1);w wieku przedprodukcyjnym;2015;18,3;%; 
1461011;Ostrołęka (1);w wieku przedprodukcyjnym;2022;18,4;%; 
1461011;Ostrołęka (1);w wieku produkcyjnym;2015;63,4;%; 
1461011;Ostrołęka (1);w wieku produkcyjnym;2022;55,9;%; 
1462011;Płock (1);w wieku przedprodukcyjnym;2015;17,1;%; 
1462011;Płock (1);w wieku przedprodukcyjnym;2022;16,6;%; 
1462011;Płock (1);w wieku produkcyjnym;2015;61,4;%; 
1462011;Płock (1);w wieku produkcyjnym;2022;57,0;%; 
1463011;Radom (1);w wieku przedprodukcyjnym;2015;17,2;%; 
1463011;Radom (1);w wieku przedprodukcyjnym;2022;17,1;%; 
1463011;Radom (1);w wieku produkcyjnym;2015;61,9;%; 
1463011;Radom (1);w wieku produkcyjnym;2022;56,8;%; 
1464011;Siedlce (1);w wieku przedprodukcyjnym;2015;19,4;%; 
1464011;Siedlce (1);w wieku przedprodukcyjnym;2022;20,0;%; 
1464011;Siedlce (1);w wieku produkcyjnym;2015;61,3;%; 
1464011;Siedlce (1);w wieku produkcyjnym;2022;56,0;%; 
1465011;M.st.Warszawa od 2002 (1);w wieku przedprodukcyjnym;2015;16,7;%; 
1465011;M.st.Warszawa od 2002 (1);w wieku przedprodukcyjnym;2022;17,8;%; 
1465011;M.st.Warszawa od 2002 (1);w wieku produkcyjnym;2015;60,0;%; 
1465011;M.st.Warszawa od 2002 (1);w wieku produkcyjnym;2022;59,8;%; 
1465028;Bemowo - dzielnica (8);w wieku przedprodukcyjnym;2015;18,3;%; 
1465028;Bemowo - dzielnica (8);w wieku przedprodukcyjnym;2022;19,5;%; 
1465028;Bemowo - dzielnica (8);w wieku produkcyjnym;2015;59,9;%; 
1465028;Bemowo - dzielnica (8);w wieku produkcyjnym;2022;57,7;%; 
1465038;Białołęka - dzielnica (8);w wieku przedprodukcyjnym;2015;25,1;%; 
1465038;Białołęka - dzielnica (8);w wieku przedprodukcyjnym;2022;24,2;%; 
1465038;Białołęka - dzielnica (8);w wieku produkcyjnym;2015;65,1;%; 
1465038;Białołęka - dzielnica (8);w wieku produkcyjnym;2022;63,9;%; 
1465048;Bielany - dzielnica (8);w wieku przedprodukcyjnym;2015;15,3;%; 
1465048;Bielany - dzielnica (8);w wieku przedprodukcyjnym;2022;16,2;%; 
1465048;Bielany - dzielnica (8);w wieku produkcyjnym;2015;57,9;%; 
1465048;Bielany - dzielnica (8);w wieku produkcyjnym;2022;58,0;%; 
1465058;Mokotów - dzielnica (8);w wieku przedprodukcyjnym;2015;14,5;%; 
1465058;Mokotów - dzielnica (8);w wieku przedprodukcyjnym;2022;15,7;%; 
1465058;Mokotów - dzielnica (8);w wieku produkcyjnym;2015;57,7;%; 
1465058;Mokotów - dzielnica (8);w wieku produkcyjnym;2022;59,3;%; 
1465068;Ochota - dzielnica (8);w wieku przedprodukcyjnym;2015;14,1;%; 
1465068;Ochota - dzielnica (8);w wieku przedprodukcyjnym;2022;14,3;%; 
1465068;Ochota - dzielnica (8);w wieku produkcyjnym;2015;60,1;%; 
1465068;Ochota - dzielnica (8);w wieku produkcyjnym;2022;60,7;%; 
1465078;Praga-Południe - dzielnica (8);w wieku przedprodukcyjnym;2015;15,1;%; 
1465078;Praga-Południe - dzielnica (8);w wieku przedprodukcyjnym;2022;16,3;%; 
1465078;Praga-Południe - dzielnica (8);w wieku produkcyjnym;2015;60,2;%; 
1465078;Praga-Południe - dzielnica (8);w wieku produkcyjnym;2022;59,0;%; 
1465088;Praga-Północ - dzielnica (8);w wieku przedprodukcyjnym;2015;15,2;%; 
1465088;Praga-Północ - dzielnica (8);w wieku przedprodukcyjnym;2022;13,5;%; 
1465088;Praga-Północ - dzielnica (8);w wieku produkcyjnym;2015;62,6;%; 
1465088;Praga-Północ - dzielnica (8);w wieku produkcyjnym;2022;61,8;%; 
1465098;Rembertów - dzielnica (8);w wieku przedprodukcyjnym;2015;18,5;%; 
1465098;Rembertów - dzielnica (8);w wieku przedprodukcyjnym;2022;19,1;%; 
1465098;Rembertów - dzielnica (8);w wieku produkcyjnym;2015;62,7;%; 
1465098;Rembertów - dzielnica (8);w wieku produkcyjnym;2022;58,5;%; 
1465108;Śródmieście - dzielnica (8);w wieku przedprodukcyjnym;2015;11,9;%; 
1465108;Śródmieście - dzielnica (8);w wieku przedprodukcyjnym;2022;12,3;%; 
1465108;Śródmieście - dzielnica (8);w wieku produkcyjnym;2015;59,5;%; 
1465108;Śródmieście - dzielnica (8);w wieku produkcyjnym;2022;58,2;%; 
1465118;Targówek - dzielnica (8);w wieku przedprodukcyjnym;2015;16,5;%; 
1465118;Targówek - dzielnica (8);w wieku przedprodukcyjnym;2022;16,9;%; 
1465118;Targówek - dzielnica (8);w wieku produkcyjnym;2015;58,2;%; 
1465118;Targówek - dzielnica (8);w wieku produkcyjnym;2022;58,5;%; 
1465128;Ursus - dzielnica (8);w wieku przedprodukcyjnym;2015;21,3;%; 
1465128;Ursus - dzielnica (8);w wieku przedprodukcyjnym;2022;21,6;%; 
1465128;Ursus - dzielnica (8);w wieku produkcyjnym;2015;60,7;%; 
1465128;Ursus - dzielnica (8);w wieku produkcyjnym;2022;62,3;%; 
1465138;Ursynów - dzielnica (8);w wieku przedprodukcyjnym;2015;18,4;%; 
1465138;Ursynów - dzielnica (8);w wieku przedprodukcyjnym;2022;17,9;%; 
1465138;Ursynów - dzielnica (8);w wieku produkcyjnym;2015;60,5;%; 
1465138;Ursynów - dzielnica (8);w wieku produkcyjnym;2022;57,5;%; 
1465148;Wawer - dzielnica (8);w wieku przedprodukcyjnym;2015;19,6;%; 
1465148;Wawer - dzielnica (8);w wieku przedprodukcyjnym;2022;21,9;%; 
1465148;Wawer - dzielnica (8);w wieku produkcyjnym;2015;60,0;%; 
1465148;Wawer - dzielnica (8);w wieku produkcyjnym;2022;57,3;%; 
1465158;Wesoła - dzielnica (8);w wieku przedprodukcyjnym;2015;21,3;%; 
1465158;Wesoła - dzielnica (8);w wieku przedprodukcyjnym;2022;21,5;%; 
1465158;Wesoła - dzielnica (8);w wieku produkcyjnym;2015;62,3;%; 
1465158;Wesoła - dzielnica (8);w wieku produkcyjnym;2022;58,0;%; 
1465168;Wilanów - dzielnica (8);w wieku przedprodukcyjnym;2015;25,6;%; 
1465168;Wilanów - dzielnica (8);w wieku przedprodukcyjnym;2022;27,7;%; 
1465168;Wilanów - dzielnica (8);w wieku produkcyjnym;2015;60,6;%; 
1465168;Wilanów - dzielnica (8);w wieku produkcyjnym;2022;60,1;%; 
1465178;Włochy - dzielnica (8);w wieku przedprodukcyjnym;2015;18,3;%; 
1465178;Włochy - dzielnica (8);w wieku przedprodukcyjnym;2022;19,6;%; 
1465178;Włochy - dzielnica (8);w wieku produkcyjnym;2015;61,1;%; 
1465178;Włochy - dzielnica (8);w wieku produkcyjnym;2022;62,3;%; 
1465188;Wola - dzielnica (8);w wieku przedprodukcyjnym;2015;14,1;%; 
1465188;Wola - dzielnica (8);w wieku przedprodukcyjnym;2022;15,4;%; 
1465188;Wola - dzielnica (8);w wieku produkcyjnym;2015;60,6;%; 
1465188;Wola - dzielnica (8);w wieku produkcyjnym;2022;62,8;%; 
1465198;Żoliborz - dzielnica (8);w wieku przedprodukcyjnym;2015;14,7;%; 
1465198;Żoliborz - dzielnica (8);w wieku przedprodukcyjnym;2022;16,5;%; 
1465198;Żoliborz - dzielnica (8);w wieku produkcyjnym;2015;58,1;%; 
1465198;Żoliborz - dzielnica (8);w wieku produkcyjnym;2022;61,7;%; 
1601011;Brzeg (1);w wieku przedprodukcyjnym;2015;16,4;%; 
1601011;Brzeg (1);w wieku przedprodukcyjnym;2022;16,1;%; 
1601011;Brzeg (1);w wieku produkcyjnym;2015;61,3;%; 
1601011;Brzeg (1);w wieku produkcyjnym;2022;57,1;%; 
1601022;Skarbimierz (2);w wieku przedprodukcyjnym;2015;20,1;%; 
1601022;Skarbimierz (2);w wieku przedprodukcyjnym;2022;21,5;%; 
1601022;Skarbimierz (2);w wieku produkcyjnym;2015;65,3;%; 
1601022;Skarbimierz (2);w wieku produkcyjnym;2022;62,3;%; 
1601033;Grodków (3);w wieku przedprodukcyjnym;2015;18,1;%; 
1601033;Grodków (3);w wieku przedprodukcyjnym;2022;17,5;%; 
1601033;Grodków (3);w wieku produkcyjnym;2015;63,4;%; 
1601033;Grodków (3);w wieku produkcyjnym;2022;58,5;%; 
1601034;Grodków - miasto (4);w wieku przedprodukcyjnym;2015;16,9;%; 
1601034;Grodków - miasto (4);w wieku przedprodukcyjnym;2022;16,2;%; 
1601034;Grodków - miasto (4);w wieku produkcyjnym;2015;62,9;%; 
1601034;Grodków - miasto (4);w wieku produkcyjnym;2022;56,7;%; 
1601035;Grodków - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,0;%; 
1601035;Grodków - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,5;%; 
1601035;Grodków - obszar wiejski (5);w wieku produkcyjnym;2015;63,7;%; 
1601035;Grodków - obszar wiejski (5);w wieku produkcyjnym;2022;59,9;%; 
1601043;Lewin Brzeski (3);w wieku przedprodukcyjnym;2015;17,9;%; 
1601043;Lewin Brzeski (3);w wieku przedprodukcyjnym;2022;17,3;%; 
1601043;Lewin Brzeski (3);w wieku produkcyjnym;2015;64,5;%; 
1601043;Lewin Brzeski (3);w wieku produkcyjnym;2022;60,7;%; 
1601044;Lewin Brzeski - miasto (4);w wieku przedprodukcyjnym;2015;17,4;%; 
1601044;Lewin Brzeski - miasto (4);w wieku przedprodukcyjnym;2022;16,3;%; 
1601044;Lewin Brzeski - miasto (4);w wieku produkcyjnym;2015;64,4;%; 
1601044;Lewin Brzeski - miasto (4);w wieku produkcyjnym;2022;61,4;%; 
1601045;Lewin Brzeski - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,2;%; 
1601045;Lewin Brzeski - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,1;%; 
1601045;Lewin Brzeski - obszar wiejski (5);w wieku produkcyjnym;2015;64,6;%; 
1601045;Lewin Brzeski - obszar wiejski (5);w wieku produkcyjnym;2022;60,0;%; 
1601052;Lubsza (2);w wieku przedprodukcyjnym;2015;17,9;%; 
1601052;Lubsza (2);w wieku przedprodukcyjnym;2022;18,6;%; 
1601052;Lubsza (2);w wieku produkcyjnym;2015;64,1;%; 
1601052;Lubsza (2);w wieku produkcyjnym;2022;59,1;%; 
1601062;Olszanka (2);w wieku przedprodukcyjnym;2015;18,5;%; 
1601062;Olszanka (2);w wieku przedprodukcyjnym;2022;19,7;%; 
1601062;Olszanka (2);w wieku produkcyjnym;2015;63,7;%; 
1601062;Olszanka (2);w wieku produkcyjnym;2022;59,0;%; 
1602013;Baborów (3);w wieku przedprodukcyjnym;2015;15,7;%; 
1602013;Baborów (3);w wieku przedprodukcyjnym;2022;15,6;%; 
1602013;Baborów (3);w wieku produkcyjnym;2015;66,3;%; 
1602013;Baborów (3);w wieku produkcyjnym;2022;61,6;%; 
1602014;Baborów - miasto (4);w wieku przedprodukcyjnym;2015;14,9;%; 
1602014;Baborów - miasto (4);w wieku przedprodukcyjnym;2022;15,6;%; 
1602014;Baborów - miasto (4);w wieku produkcyjnym;2015;66,5;%; 
1602014;Baborów - miasto (4);w wieku produkcyjnym;2022;59,7;%; 
1602015;Baborów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;16,5;%; 
1602015;Baborów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;15,5;%; 
1602015;Baborów - obszar wiejski (5);w wieku produkcyjnym;2015;66,1;%; 
1602015;Baborów - obszar wiejski (5);w wieku produkcyjnym;2022;63,4;%; 
1602022;Branice (2);w wieku przedprodukcyjnym;2015;14,5;%; 
1602022;Branice (2);w wieku przedprodukcyjnym;2022;13,4;%; 
1602022;Branice (2);w wieku produkcyjnym;2015;62,7;%; 
1602022;Branice (2);w wieku produkcyjnym;2022;59,3;%; 
1602033;Głubczyce (3);w wieku przedprodukcyjnym;2015;16,6;%; 
1602033;Głubczyce (3);w wieku przedprodukcyjnym;2022;16,5;%; 
1602033;Głubczyce (3);w wieku produkcyjnym;2015;61,8;%; 
1602033;Głubczyce (3);w wieku produkcyjnym;2022;57,2;%; 
1602034;Głubczyce - miasto (4);w wieku przedprodukcyjnym;2015;16,6;%; 
1602034;Głubczyce - miasto (4);w wieku przedprodukcyjnym;2022;16,2;%; 
1602034;Głubczyce - miasto (4);w wieku produkcyjnym;2015;60,6;%; 
1602034;Głubczyce - miasto (4);w wieku produkcyjnym;2022;56,3;%; 
1602035;Głubczyce - obszar wiejski (5);w wieku przedprodukcyjnym;2015;16,5;%; 
1602035;Głubczyce - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,0;%; 
1602035;Głubczyce - obszar wiejski (5);w wieku produkcyjnym;2015;63,3;%; 
1602035;Głubczyce - obszar wiejski (5);w wieku produkcyjnym;2022;58,2;%; 
1602043;Kietrz (3);w wieku przedprodukcyjnym;2015;16,4;%; 
1602043;Kietrz (3);w wieku przedprodukcyjnym;2022;15,4;%; 
1602043;Kietrz (3);w wieku produkcyjnym;2015;63,9;%; 
1602043;Kietrz (3);w wieku produkcyjnym;2022;59,5;%; 
1602044;Kietrz - miasto (4);w wieku przedprodukcyjnym;2015;15,8;%; 
